STAT_VAR,STAT_PRES,SEX,AGE,CCYY,H,OBS_VALUE,SD_VALUE
POP,Prop_1dp_%_n,F,17,2004,2,0.6,
POP,Prop_1dp_%_n,F,17,2005,2,0.7,
POP,Prop_1dp_%_n,F,17,2006,2,0.6,
POP,Prop_1dp_%_n,F,17,2007,2,0.6,
POP,Prop_1dp_%_n,F,17,2008,2,0.6,
POP,Prop_1dp_%_n,F,17,2009,2,0.6,
POP,Prop_1dp_%_n,F,17,2010,2,0.6,
POP,Prop_1dp_%_n,F,17,2011,2,0.6,
POP,Prop_1dp_%_n,F,17,2012,2,0.6,
POP,Prop_1dp_%_n,F,17,2013,2,0.5,
POP,Prop_1dp_%_n,F,17,2014,2,0.5,
POP,Prop_1dp_%_n,F,17,2015,2,0.4,
POP,Prop_1dp_%_n,F,17,2016,2,0.4,
POP,Prop_1dp_%_n,F,17,2017,2,0.4,
POP,Prop_1dp_%_n,F,17,2018,2,0.3,
POP,Prop_1dp_%_n,F,17,2019,2,0.4,
POP,Prop_1dp_%_n,F,17,2020,2,0.4,
POP,Prop_1dp_%_n,F,17,2021,2,0.4,
POP,Prop_1dp_%_n,F,17,2022,2,0.3,
POP,Prop_1dp_%_n,F,18,2000,2,0.7,
POP,Prop_1dp_%_n,F,18,2001,2,0.7,
POP,Prop_1dp_%_n,F,18,2002,2,0.6,
POP,Prop_1dp_%_n,F,18,2003,2,0.6,
POP,Prop_1dp_%_n,F,18,2004,2,0.6,
POP,Prop_1dp_%_n,F,18,2005,2,0.6,
POP,Prop_1dp_%_n,F,18,2006,2,0.7,
POP,Prop_1dp_%_n,F,18,2007,2,0.6,
POP,Prop_1dp_%_n,F,18,2008,2,0.6,
POP,Prop_1dp_%_n,F,18,2009,2,0.6,
POP,Prop_1dp_%_n,F,18,2010,2,0.6,
POP,Prop_1dp_%_n,F,18,2011,2,0.6,
POP,Prop_1dp_%_n,F,18,2012,2,0.6,
POP,Prop_1dp_%_n,F,18,2013,2,0.6,
POP,Prop_1dp_%_n,F,18,2014,2,0.6,
POP,Prop_1dp_%_n,F,18,2015,2,0.5,
POP,Prop_1dp_%_n,F,18,2016,2,0.4,
POP,Prop_1dp_%_n,F,18,2017,2,0.4,
POP,Prop_1dp_%_n,F,18,2018,2,0.4,
POP,Prop_1dp_%_n,F,18,2019,2,0.3,
POP,Prop_1dp_%_n,F,18,2020,2,0.4,
POP,Prop_1dp_%_n,F,18,2021,2,0.4,
POP,Prop_1dp_%_n,F,18,2022,2,0.4,
POP,Prop_1dp_%_n,F,19,2000,2,0.7,
POP,Prop_1dp_%_n,F,19,2001,2,0.7,
POP,Prop_1dp_%_n,F,19,2002,2,0.7,
POP,Prop_1dp_%_n,F,19,2003,2,0.6,
POP,Prop_1dp_%_n,F,19,2004,2,0.7,
POP,Prop_1dp_%_n,F,19,2005,2,0.6,
POP,Prop_1dp_%_n,F,19,2006,2,0.6,
POP,Prop_1dp_%_n,F,19,2007,2,0.7,
POP,Prop_1dp_%_n,F,19,2008,2,0.6,
POP,Prop_1dp_%_n,F,19,2009,2,0.6,
POP,Prop_1dp_%_n,F,19,2010,2,0.6,
POP,Prop_1dp_%_n,F,19,2011,2,0.6,
POP,Prop_1dp_%_n,F,19,2012,2,0.6,
POP,Prop_1dp_%_n,F,19,2013,2,0.6,
POP,Prop_1dp_%_n,F,19,2014,2,0.6,
POP,Prop_1dp_%_n,F,19,2015,2,0.6,
POP,Prop_1dp_%_n,F,19,2016,2,0.5,
POP,Prop_1dp_%_n,F,19,2017,2,0.4,
POP,Prop_1dp_%_n,F,19,2018,2,0.4,
POP,Prop_1dp_%_n,F,19,2019,2,0.4,
POP,Prop_1dp_%_n,F,19,2020,2,0.3,
POP,Prop_1dp_%_n,F,19,2021,2,0.4,
POP,Prop_1dp_%_n,F,19,2022,2,0.4,
POP,Prop_1dp_%_n,F,20,2000,2,0.7,
POP,Prop_1dp_%_n,F,20,2001,2,0.7,
POP,Prop_1dp_%_n,F,20,2002,2,0.7,
POP,Prop_1dp_%_n,F,20,2003,2,0.7,
POP,Prop_1dp_%_n,F,20,2004,2,0.7,
POP,Prop_1dp_%_n,F,20,2005,2,0.7,
POP,Prop_1dp_%_n,F,20,2006,2,0.6,
POP,Prop_1dp_%_n,F,20,2007,2,0.6,
POP,Prop_1dp_%_n,F,20,2008,2,0.7,
POP,Prop_1dp_%_n,F,20,2009,2,0.6,
POP,Prop_1dp_%_n,F,20,2010,2,0.6,
POP,Prop_1dp_%_n,F,20,2011,2,0.6,
POP,Prop_1dp_%_n,F,20,2012,2,0.6,
POP,Prop_1dp_%_n,F,20,2013,2,0.6,
POP,Prop_1dp_%_n,F,20,2014,2,0.6,
POP,Prop_1dp_%_n,F,20,2015,2,0.6,
POP,Prop_1dp_%_n,F,20,2016,2,0.6,
POP,Prop_1dp_%_n,F,20,2017,2,0.5,
POP,Prop_1dp_%_n,F,20,2018,2,0.4,
POP,Prop_1dp_%_n,F,20,2019,2,0.4,
POP,Prop_1dp_%_n,F,20,2020,2,0.4,
POP,Prop_1dp_%_n,F,20,2021,2,0.3,
POP,Prop_1dp_%_n,F,20,2022,2,0.4,
POP,Prop_1dp_%_n,F,21,2000,2,0.7,
POP,Prop_1dp_%_n,F,21,2001,2,0.7,
POP,Prop_1dp_%_n,F,21,2002,2,0.6,
POP,Prop_1dp_%_n,F,21,2003,2,0.7,
POP,Prop_1dp_%_n,F,21,2004,2,0.7,
POP,Prop_1dp_%_n,F,21,2005,2,0.7,
POP,Prop_1dp_%_n,F,21,2006,2,0.7,
POP,Prop_1dp_%_n,F,21,2007,2,0.6,
POP,Prop_1dp_%_n,F,21,2008,2,0.6,
POP,Prop_1dp_%_n,F,21,2009,2,0.7,
POP,Prop_1dp_%_n,F,21,2010,2,0.6,
POP,Prop_1dp_%_n,F,21,2011,2,0.6,
POP,Prop_1dp_%_n,F,21,2012,2,0.6,
POP,Prop_1dp_%_n,F,21,2013,2,0.6,
POP,Prop_1dp_%_n,F,21,2014,2,0.6,
POP,Prop_1dp_%_n,F,21,2015,2,0.6,
POP,Prop_1dp_%_n,F,21,2016,2,0.6,
POP,Prop_1dp_%_n,F,21,2017,2,0.5,
POP,Prop_1dp_%_n,F,21,2018,2,0.5,
POP,Prop_1dp_%_n,F,21,2019,2,0.4,
POP,Prop_1dp_%_n,F,21,2020,2,0.4,
POP,Prop_1dp_%_n,F,21,2021,2,0.4,
POP,Prop_1dp_%_n,F,21,2022,2,0.3,
POP,Prop_1dp_%_n,F,22,2000,2,0.7,
POP,Prop_1dp_%_n,F,22,2001,2,0.7,
POP,Prop_1dp_%_n,F,22,2002,2,0.7,
POP,Prop_1dp_%_n,F,22,2003,2,0.7,
POP,Prop_1dp_%_n,F,22,2004,2,0.7,
POP,Prop_1dp_%_n,F,22,2005,2,0.7,
POP,Prop_1dp_%_n,F,22,2006,2,0.7,
POP,Prop_1dp_%_n,F,22,2007,2,0.7,
POP,Prop_1dp_%_n,F,22,2008,2,0.6,
POP,Prop_1dp_%_n,F,22,2009,2,0.6,
POP,Prop_1dp_%_n,F,22,2010,2,0.7,
POP,Prop_1dp_%_n,F,22,2011,2,0.6,
POP,Prop_1dp_%_n,F,22,2012,2,0.7,
POP,Prop_1dp_%_n,F,22,2013,2,0.6,
POP,Prop_1dp_%_n,F,22,2014,2,0.6,
POP,Prop_1dp_%_n,F,22,2015,2,0.6,
POP,Prop_1dp_%_n,F,22,2016,2,0.6,
POP,Prop_1dp_%_n,F,22,2017,2,0.6,
POP,Prop_1dp_%_n,F,22,2018,2,0.6,
POP,Prop_1dp_%_n,F,22,2019,2,0.5,
POP,Prop_1dp_%_n,F,22,2020,2,0.5,
POP,Prop_1dp_%_n,F,22,2021,2,0.4,
POP,Prop_1dp_%_n,F,22,2022,2,0.4,
POP,Prop_1dp_%_n,F,23,2000,2,0.7,
POP,Prop_1dp_%_n,F,23,2001,2,0.7,
POP,Prop_1dp_%_n,F,23,2002,2,0.7,
POP,Prop_1dp_%_n,F,23,2003,2,0.7,
POP,Prop_1dp_%_n,F,23,2004,2,0.7,
POP,Prop_1dp_%_n,F,23,2005,2,0.8,
POP,Prop_1dp_%_n,F,23,2006,2,0.8,
POP,Prop_1dp_%_n,F,23,2007,2,0.7,
POP,Prop_1dp_%_n,F,23,2008,2,0.7,
POP,Prop_1dp_%_n,F,23,2009,2,0.7,
POP,Prop_1dp_%_n,F,23,2010,2,0.7,
POP,Prop_1dp_%_n,F,23,2011,2,0.7,
POP,Prop_1dp_%_n,F,23,2012,2,0.7,
POP,Prop_1dp_%_n,F,23,2013,2,0.7,
POP,Prop_1dp_%_n,F,23,2014,2,0.6,
POP,Prop_1dp_%_n,F,23,2015,2,0.6,
POP,Prop_1dp_%_n,F,23,2016,2,0.6,
POP,Prop_1dp_%_n,F,23,2017,2,0.6,
POP,Prop_1dp_%_n,F,23,2018,2,0.6,
POP,Prop_1dp_%_n,F,23,2019,2,0.6,
POP,Prop_1dp_%_n,F,23,2020,2,0.5,
POP,Prop_1dp_%_n,F,23,2021,2,0.5,
POP,Prop_1dp_%_n,F,23,2022,2,0.4,
POP,Prop_1dp_%_n,F,24,2000,2,0.7,
POP,Prop_1dp_%_n,F,24,2001,2,0.7,
POP,Prop_1dp_%_n,F,24,2002,2,0.7,
POP,Prop_1dp_%_n,F,24,2003,2,0.7,
POP,Prop_1dp_%_n,F,24,2004,2,0.8,
POP,Prop_1dp_%_n,F,24,2005,2,0.7,
POP,Prop_1dp_%_n,F,24,2006,2,0.8,
POP,Prop_1dp_%_n,F,24,2007,2,0.8,
POP,Prop_1dp_%_n,F,24,2008,2,0.8,
POP,Prop_1dp_%_n,F,24,2009,2,0.7,
POP,Prop_1dp_%_n,F,24,2010,2,0.7,
POP,Prop_1dp_%_n,F,24,2011,2,0.7,
POP,Prop_1dp_%_n,F,24,2012,2,0.7,
POP,Prop_1dp_%_n,F,24,2013,2,0.7,
POP,Prop_1dp_%_n,F,24,2014,2,0.7,
POP,Prop_1dp_%_n,F,24,2015,2,0.6,
POP,Prop_1dp_%_n,F,24,2016,2,0.6,
POP,Prop_1dp_%_n,F,24,2017,2,0.6,
POP,Prop_1dp_%_n,F,24,2018,2,0.6,
POP,Prop_1dp_%_n,F,24,2019,2,0.6,
POP,Prop_1dp_%_n,F,24,2020,2,0.6,
POP,Prop_1dp_%_n,F,24,2021,2,0.5,
POP,Prop_1dp_%_n,F,24,2022,2,0.5,
POP,Prop_1dp_%_n,F,25,2000,2,0.8,
POP,Prop_1dp_%_n,F,25,2001,2,0.7,
POP,Prop_1dp_%_n,F,25,2002,2,0.7,
POP,Prop_1dp_%_n,F,25,2003,2,0.7,
POP,Prop_1dp_%_n,F,25,2004,2,0.7,
POP,Prop_1dp_%_n,F,25,2005,2,0.8,
POP,Prop_1dp_%_n,F,25,2006,2,0.8,
POP,Prop_1dp_%_n,F,25,2007,2,0.8,
POP,Prop_1dp_%_n,F,25,2008,2,0.8,
POP,Prop_1dp_%_n,F,25,2009,2,0.8,
POP,Prop_1dp_%_n,F,25,2010,2,0.8,
POP,Prop_1dp_%_n,F,25,2011,2,0.7,
POP,Prop_1dp_%_n,F,25,2012,2,0.7,
POP,Prop_1dp_%_n,F,25,2013,2,0.7,
POP,Prop_1dp_%_n,F,25,2014,2,0.7,
POP,Prop_1dp_%_n,F,25,2015,2,0.7,
POP,Prop_1dp_%_n,F,25,2016,2,0.6,
POP,Prop_1dp_%_n,F,25,2017,2,0.7,
POP,Prop_1dp_%_n,F,25,2018,2,0.6,
POP,Prop_1dp_%_n,F,25,2019,2,0.7,
POP,Prop_1dp_%_n,F,25,2020,2,0.6,
POP,Prop_1dp_%_n,F,25,2021,2,0.6,
POP,Prop_1dp_%_n,F,25,2022,2,0.5,
POP,Prop_1dp_%_n,F,26,2000,2,0.8,
POP,Prop_1dp_%_n,F,26,2001,2,0.8,
POP,Prop_1dp_%_n,F,26,2002,2,0.7,
POP,Prop_1dp_%_n,F,26,2003,2,0.7,
POP,Prop_1dp_%_n,F,26,2004,2,0.8,
POP,Prop_1dp_%_n,F,26,2005,2,0.8,
POP,Prop_1dp_%_n,F,26,2006,2,0.8,
POP,Prop_1dp_%_n,F,26,2007,2,0.8,
POP,Prop_1dp_%_n,F,26,2008,2,0.9,
POP,Prop_1dp_%_n,F,26,2009,2,0.9,
POP,Prop_1dp_%_n,F,26,2010,2,0.8,
POP,Prop_1dp_%_n,F,26,2011,2,0.8,
POP,Prop_1dp_%_n,F,26,2012,2,0.8,
POP,Prop_1dp_%_n,F,26,2013,2,0.7,
POP,Prop_1dp_%_n,F,26,2014,2,0.8,
POP,Prop_1dp_%_n,F,26,2015,2,0.8,
POP,Prop_1dp_%_n,F,26,2016,2,0.7,
POP,Prop_1dp_%_n,F,26,2017,2,0.7,
POP,Prop_1dp_%_n,F,26,2018,2,0.7,
POP,Prop_1dp_%_n,F,26,2019,2,0.7,
POP,Prop_1dp_%_n,F,26,2020,2,0.7,
POP,Prop_1dp_%_n,F,26,2021,2,0.6,
POP,Prop_1dp_%_n,F,26,2022,2,0.6,
POP,Prop_1dp_%_n,F,27,2000,2,0.9,
POP,Prop_1dp_%_n,F,27,2001,2,0.8,
POP,Prop_1dp_%_n,F,27,2002,2,0.8,
POP,Prop_1dp_%_n,F,27,2003,2,0.8,
POP,Prop_1dp_%_n,F,27,2004,2,0.8,
POP,Prop_1dp_%_n,F,27,2005,2,0.8,
POP,Prop_1dp_%_n,F,27,2006,2,0.8,
POP,Prop_1dp_%_n,F,27,2007,2,0.9,
POP,Prop_1dp_%_n,F,27,2008,2,0.8,
POP,Prop_1dp_%_n,F,27,2009,2,0.9,
POP,Prop_1dp_%_n,F,27,2010,2,0.9,
POP,Prop_1dp_%_n,F,27,2011,2,0.9,
POP,Prop_1dp_%_n,F,27,2012,2,0.9,
POP,Prop_1dp_%_n,F,27,2013,2,0.8,
POP,Prop_1dp_%_n,F,27,2014,2,0.8,
POP,Prop_1dp_%_n,F,27,2015,2,0.8,
POP,Prop_1dp_%_n,F,27,2016,2,0.8,
POP,Prop_1dp_%_n,F,27,2017,2,0.8,
POP,Prop_1dp_%_n,F,27,2018,2,0.7,
POP,Prop_1dp_%_n,F,27,2019,2,0.7,
POP,Prop_1dp_%_n,F,27,2020,2,0.7,
POP,Prop_1dp_%_n,F,27,2021,2,0.7,
POP,Prop_1dp_%_n,F,27,2022,2,0.6,
POP,Prop_1dp_%_n,F,28,2000,2,0.9,
POP,Prop_1dp_%_n,F,28,2001,2,0.9,
POP,Prop_1dp_%_n,F,28,2002,2,0.8,
POP,Prop_1dp_%_n,F,28,2003,2,0.8,
POP,Prop_1dp_%_n,F,28,2004,2,0.8,
POP,Prop_1dp_%_n,F,28,2005,2,0.8,
POP,Prop_1dp_%_n,F,28,2006,2,0.8,
POP,Prop_1dp_%_n,F,28,2007,2,0.9,
POP,Prop_1dp_%_n,F,28,2008,2,0.9,
POP,Prop_1dp_%_n,F,28,2009,2,0.9,
POP,Prop_1dp_%_n,F,28,2010,2,0.9,
POP,Prop_1dp_%_n,F,28,2011,2,0.9,
POP,Prop_1dp_%_n,F,28,2012,2,0.9,
POP,Prop_1dp_%_n,F,28,2013,2,0.9,
POP,Prop_1dp_%_n,F,28,2014,2,0.8,
POP,Prop_1dp_%_n,F,28,2015,2,0.8,
POP,Prop_1dp_%_n,F,28,2016,2,0.8,
POP,Prop_1dp_%_n,F,28,2017,2,0.8,
POP,Prop_1dp_%_n,F,28,2018,2,0.8,
POP,Prop_1dp_%_n,F,28,2019,2,0.7,
POP,Prop_1dp_%_n,F,28,2020,2,0.7,
POP,Prop_1dp_%_n,F,28,2021,2,0.7,
POP,Prop_1dp_%_n,F,28,2022,2,0.7,
POP,Prop_1dp_%_n,F,29,2000,2,0.9,
POP,Prop_1dp_%_n,F,29,2001,2,0.9,
POP,Prop_1dp_%_n,F,29,2002,2,0.9,
POP,Prop_1dp_%_n,F,29,2003,2,0.9,
POP,Prop_1dp_%_n,F,29,2004,2,0.8,
POP,Prop_1dp_%_n,F,29,2005,2,0.8,
POP,Prop_1dp_%_n,F,29,2006,2,0.8,
POP,Prop_1dp_%_n,F,29,2007,2,0.9,
POP,Prop_1dp_%_n,F,29,2008,2,0.9,
POP,Prop_1dp_%_n,F,29,2009,2,0.9,
POP,Prop_1dp_%_n,F,29,2010,2,0.9,
POP,Prop_1dp_%_n,F,29,2011,2,0.9,
POP,Prop_1dp_%_n,F,29,2012,2,0.9,
POP,Prop_1dp_%_n,F,29,2013,2,0.9,
POP,Prop_1dp_%_n,F,29,2014,2,0.9,
POP,Prop_1dp_%_n,F,29,2015,2,0.8,
POP,Prop_1dp_%_n,F,29,2016,2,0.8,
POP,Prop_1dp_%_n,F,29,2017,2,0.8,
POP,Prop_1dp_%_n,F,29,2018,2,0.8,
POP,Prop_1dp_%_n,F,29,2019,2,0.8,
POP,Prop_1dp_%_n,F,29,2020,2,0.7,
POP,Prop_1dp_%_n,F,29,2021,2,0.7,
POP,Prop_1dp_%_n,F,29,2022,2,0.7,
POP,Prop_1dp_%_n,F,30,2000,2,1.0,
POP,Prop_1dp_%_n,F,30,2001,2,0.9,
POP,Prop_1dp_%_n,F,30,2002,2,0.9,
POP,Prop_1dp_%_n,F,30,2003,2,0.9,
POP,Prop_1dp_%_n,F,30,2004,2,0.9,
POP,Prop_1dp_%_n,F,30,2005,2,0.8,
POP,Prop_1dp_%_n,F,30,2006,2,0.8,
POP,Prop_1dp_%_n,F,30,2007,2,0.8,
POP,Prop_1dp_%_n,F,30,2008,2,0.9,
POP,Prop_1dp_%_n,F,30,2009,2,0.9,
POP,Prop_1dp_%_n,F,30,2010,2,0.9,
POP,Prop_1dp_%_n,F,30,2011,2,0.9,
POP,Prop_1dp_%_n,F,30,2012,2,0.9,
POP,Prop_1dp_%_n,F,30,2013,2,0.9,
POP,Prop_1dp_%_n,F,30,2014,2,0.9,
POP,Prop_1dp_%_n,F,30,2015,2,0.9,
POP,Prop_1dp_%_n,F,30,2016,2,0.8,
POP,Prop_1dp_%_n,F,30,2017,2,0.8,
POP,Prop_1dp_%_n,F,30,2018,2,0.8,
POP,Prop_1dp_%_n,F,30,2019,2,0.8,
POP,Prop_1dp_%_n,F,30,2020,2,0.8,
POP,Prop_1dp_%_n,F,30,2021,2,0.7,
POP,Prop_1dp_%_n,F,30,2022,2,0.7,
POP,Prop_1dp_%_n,F,31,2000,2,1.0,
POP,Prop_1dp_%_n,F,31,2001,2,1.0,
POP,Prop_1dp_%_n,F,31,2002,2,0.9,
POP,Prop_1dp_%_n,F,31,2003,2,0.9,
POP,Prop_1dp_%_n,F,31,2004,2,0.9,
POP,Prop_1dp_%_n,F,31,2005,2,0.9,
POP,Prop_1dp_%_n,F,31,2006,2,0.9,
POP,Prop_1dp_%_n,F,31,2007,2,0.9,
POP,Prop_1dp_%_n,F,31,2008,2,0.9,
POP,Prop_1dp_%_n,F,31,2009,2,0.9,
POP,Prop_1dp_%_n,F,31,2010,2,0.9,
POP,Prop_1dp_%_n,F,31,2011,2,1.0,
POP,Prop_1dp_%_n,F,31,2012,2,0.9,
POP,Prop_1dp_%_n,F,31,2013,2,1.0,
POP,Prop_1dp_%_n,F,31,2014,2,1.0,
POP,Prop_1dp_%_n,F,31,2015,2,0.9,
POP,Prop_1dp_%_n,F,31,2016,2,0.9,
POP,Prop_1dp_%_n,F,31,2017,2,0.9,
POP,Prop_1dp_%_n,F,31,2018,2,0.8,
POP,Prop_1dp_%_n,F,31,2019,2,0.8,
POP,Prop_1dp_%_n,F,31,2020,2,0.8,
POP,Prop_1dp_%_n,F,31,2021,2,0.8,
POP,Prop_1dp_%_n,F,31,2022,2,0.7,
POP,Prop_1dp_%_n,F,32,2000,2,1.0,
POP,Prop_1dp_%_n,F,32,2001,2,1.0,
POP,Prop_1dp_%_n,F,32,2002,2,1.0,
POP,Prop_1dp_%_n,F,32,2003,2,0.9,
POP,Prop_1dp_%_n,F,32,2004,2,0.9,
POP,Prop_1dp_%_n,F,32,2005,2,0.9,
POP,Prop_1dp_%_n,F,32,2006,2,0.9,
POP,Prop_1dp_%_n,F,32,2007,2,0.9,
POP,Prop_1dp_%_n,F,32,2008,2,0.9,
POP,Prop_1dp_%_n,F,32,2009,2,0.9,
POP,Prop_1dp_%_n,F,32,2010,2,0.9,
POP,Prop_1dp_%_n,F,32,2011,2,0.9,
POP,Prop_1dp_%_n,F,32,2012,2,1.0,
POP,Prop_1dp_%_n,F,32,2013,2,0.9,
POP,Prop_1dp_%_n,F,32,2014,2,1.0,
POP,Prop_1dp_%_n,F,32,2015,2,1.0,
POP,Prop_1dp_%_n,F,32,2016,2,0.9,
POP,Prop_1dp_%_n,F,32,2017,2,0.9,
POP,Prop_1dp_%_n,F,32,2018,2,0.9,
POP,Prop_1dp_%_n,F,32,2019,2,0.8,
POP,Prop_1dp_%_n,F,32,2020,2,0.8,
POP,Prop_1dp_%_n,F,32,2021,2,0.8,
POP,Prop_1dp_%_n,F,32,2022,2,0.8,
POP,Prop_1dp_%_n,F,33,2000,2,1.0,
POP,Prop_1dp_%_n,F,33,2001,2,1.0,
POP,Prop_1dp_%_n,F,33,2002,2,1.0,
POP,Prop_1dp_%_n,F,33,2003,2,1.0,
POP,Prop_1dp_%_n,F,33,2004,2,0.9,
POP,Prop_1dp_%_n,F,33,2005,2,1.0,
POP,Prop_1dp_%_n,F,33,2006,2,0.9,
POP,Prop_1dp_%_n,F,33,2007,2,0.9,
POP,Prop_1dp_%_n,F,33,2008,2,0.9,
POP,Prop_1dp_%_n,F,33,2009,2,0.9,
POP,Prop_1dp_%_n,F,33,2010,2,0.9,
POP,Prop_1dp_%_n,F,33,2011,2,0.9,
POP,Prop_1dp_%_n,F,33,2012,2,1.0,
POP,Prop_1dp_%_n,F,33,2013,2,1.0,
POP,Prop_1dp_%_n,F,33,2014,2,0.9,
POP,Prop_1dp_%_n,F,33,2015,2,1.0,
POP,Prop_1dp_%_n,F,33,2016,2,1.0,
POP,Prop_1dp_%_n,F,33,2017,2,0.9,
POP,Prop_1dp_%_n,F,33,2018,2,0.9,
POP,Prop_1dp_%_n,F,33,2019,2,0.9,
POP,Prop_1dp_%_n,F,33,2020,2,0.8,
POP,Prop_1dp_%_n,F,33,2021,2,0.8,
POP,Prop_1dp_%_n,F,33,2022,2,0.8,
POP,Prop_1dp_%_n,F,34,2000,2,1.0,
POP,Prop_1dp_%_n,F,34,2001,2,1.0,
POP,Prop_1dp_%_n,F,34,2002,2,1.0,
POP,Prop_1dp_%_n,F,34,2003,2,1.0,
POP,Prop_1dp_%_n,F,34,2004,2,1.0,
POP,Prop_1dp_%_n,F,34,2005,2,0.9,
POP,Prop_1dp_%_n,F,34,2006,2,0.9,
POP,Prop_1dp_%_n,F,34,2007,2,0.9,
POP,Prop_1dp_%_n,F,34,2008,2,0.9,
POP,Prop_1dp_%_n,F,34,2009,2,0.9,
POP,Prop_1dp_%_n,F,34,2010,2,0.9,
POP,Prop_1dp_%_n,F,34,2011,2,0.9,
POP,Prop_1dp_%_n,F,34,2012,2,0.9,
POP,Prop_1dp_%_n,F,34,2013,2,1.0,
POP,Prop_1dp_%_n,F,34,2014,2,1.0,
POP,Prop_1dp_%_n,F,34,2015,2,0.9,
POP,Prop_1dp_%_n,F,34,2016,2,1.0,
POP,Prop_1dp_%_n,F,34,2017,2,1.0,
POP,Prop_1dp_%_n,F,34,2018,2,0.9,
POP,Prop_1dp_%_n,F,34,2019,2,0.9,
POP,Prop_1dp_%_n,F,34,2020,2,0.9,
POP,Prop_1dp_%_n,F,34,2021,2,0.8,
POP,Prop_1dp_%_n,F,34,2022,2,0.8,
POP,Prop_1dp_%_n,F,35,2000,2,1.1,
POP,Prop_1dp_%_n,F,35,2001,2,1.0,
POP,Prop_1dp_%_n,F,35,2002,2,1.0,
POP,Prop_1dp_%_n,F,35,2003,2,1.0,
POP,Prop_1dp_%_n,F,35,2004,2,1.0,
POP,Prop_1dp_%_n,F,35,2005,2,1.0,
POP,Prop_1dp_%_n,F,35,2006,2,0.9,
POP,Prop_1dp_%_n,F,35,2007,2,0.9,
POP,Prop_1dp_%_n,F,35,2008,2,0.9,
POP,Prop_1dp_%_n,F,35,2009,2,0.9,
POP,Prop_1dp_%_n,F,35,2010,2,0.9,
POP,Prop_1dp_%_n,F,35,2011,2,0.9,
POP,Prop_1dp_%_n,F,35,2012,2,0.9,
POP,Prop_1dp_%_n,F,35,2013,2,0.9,
POP,Prop_1dp_%_n,F,35,2014,2,1.0,
POP,Prop_1dp_%_n,F,35,2015,2,1.0,
POP,Prop_1dp_%_n,F,35,2016,2,0.9,
POP,Prop_1dp_%_n,F,35,2017,2,1.0,
POP,Prop_1dp_%_n,F,35,2018,2,1.0,
POP,Prop_1dp_%_n,F,35,2019,2,0.9,
POP,Prop_1dp_%_n,F,35,2020,2,0.9,
POP,Prop_1dp_%_n,F,35,2021,2,0.9,
POP,Prop_1dp_%_n,F,35,2022,2,0.8,
POP,Prop_1dp_%_n,F,36,2000,2,1.1,
POP,Prop_1dp_%_n,F,36,2001,2,1.1,
POP,Prop_1dp_%_n,F,36,2002,2,1.0,
POP,Prop_1dp_%_n,F,36,2003,2,1.0,
POP,Prop_1dp_%_n,F,36,2004,2,1.0,
POP,Prop_1dp_%_n,F,36,2005,2,1.0,
POP,Prop_1dp_%_n,F,36,2006,2,1.0,
POP,Prop_1dp_%_n,F,36,2007,2,0.9,
POP,Prop_1dp_%_n,F,36,2008,2,0.9,
POP,Prop_1dp_%_n,F,36,2009,2,0.9,
POP,Prop_1dp_%_n,F,36,2010,2,0.9,
POP,Prop_1dp_%_n,F,36,2011,2,0.9,
POP,Prop_1dp_%_n,F,36,2012,2,0.9,
POP,Prop_1dp_%_n,F,36,2013,2,0.9,
POP,Prop_1dp_%_n,F,36,2014,2,0.9,
POP,Prop_1dp_%_n,F,36,2015,2,1.0,
POP,Prop_1dp_%_n,F,36,2016,2,1.0,
POP,Prop_1dp_%_n,F,36,2017,2,1.0,
POP,Prop_1dp_%_n,F,36,2018,2,1.0,
POP,Prop_1dp_%_n,F,36,2019,2,1.0,
POP,Prop_1dp_%_n,F,36,2020,2,0.9,
POP,Prop_1dp_%_n,F,36,2021,2,0.9,
POP,Prop_1dp_%_n,F,36,2022,2,0.9,
POP,Prop_1dp_%_n,F,37,2000,2,1.2,
POP,Prop_1dp_%_n,F,37,2001,2,1.1,
POP,Prop_1dp_%_n,F,37,2002,2,1.1,
POP,Prop_1dp_%_n,F,37,2003,2,1.0,
POP,Prop_1dp_%_n,F,37,2004,2,1.0,
POP,Prop_1dp_%_n,F,37,2005,2,1.0,
POP,Prop_1dp_%_n,F,37,2006,2,1.0,
POP,Prop_1dp_%_n,F,37,2007,2,1.0,
POP,Prop_1dp_%_n,F,37,2008,2,0.9,
POP,Prop_1dp_%_n,F,37,2009,2,1.0,
POP,Prop_1dp_%_n,F,37,2010,2,0.9,
POP,Prop_1dp_%_n,F,37,2011,2,1.0,
POP,Prop_1dp_%_n,F,37,2012,2,0.9,
POP,Prop_1dp_%_n,F,37,2013,2,0.9,
POP,Prop_1dp_%_n,F,37,2014,2,0.9,
POP,Prop_1dp_%_n,F,37,2015,2,0.9,
POP,Prop_1dp_%_n,F,37,2016,2,1.0,
POP,Prop_1dp_%_n,F,37,2017,2,1.0,
POP,Prop_1dp_%_n,F,37,2018,2,1.0,
POP,Prop_1dp_%_n,F,37,2019,2,1.0,
POP,Prop_1dp_%_n,F,37,2020,2,1.0,
POP,Prop_1dp_%_n,F,37,2021,2,0.9,
POP,Prop_1dp_%_n,F,37,2022,2,0.9,
POP,Prop_1dp_%_n,F,38,2000,2,1.2,
POP,Prop_1dp_%_n,F,38,2001,2,1.2,
